tweet	label
Woman burned her hands while putting on the stove due to high alcohol content in hand sanitiser	fake
RT @CDCemergency: Handwashing is one of the best ways to protect yourself &amp; your family from getting sick with #COVID19. Learn when &amp; how y…	real
1000s of lives at stake - who can help? I'm very interested to get qualified perspectives* on this seemingly pretty well-written** insight into what's coming.  https://t.co/SIOUilIryk *opinions of those without real experience don't help right now **for the most part #covid19	opinion
New forecasts show the US will likely report more #COVID19 deaths in the next 4 weeks than in the previous 4 weeks. This includes an increase in deaths in 25 states &amp; 1 US territory. Between 160000 &amp; 175000 total deaths are expected by Aug. 15. See more: https://t.co/Ft6cgmaMPX https://t.co/D5ctNr4xFQ	real
@AshrafGarda @bonang_mohale @AshrafGardaShow @ChampionSAfrica Glad to hear from a leader who sees the importance of tackling #COVID19 and #economy. Many are of the opinion its one or the other. Great conversation with @bonang_mohale	opinion
93% of the (COVID-19) cases in the state of Illinois have come from Chicago.	fake
The number of people in the UK who have tested positive for #coronavirus has increased by 3330 official figures show https://t.co/7oSxwz9xmd	real
The Key to Defeating COVID-19 Already Exists. We Need to Start Using It | Opinion ⁦@FoxNews⁩ ⁦@Newsweek⁩ #COVID19 ⁦@dbongino⁩   https://t.co/ZNQ8GgtmNh	opinion
#CoronaVirusUpdates: #COVID19 testing status update: @ICMRDELHI stated that 58312273 samples tested upto September 14 2020 1072845 sample tested on September 14 2020 #StaySafe #IndiaWillWin https://t.co/S2nNpaMqiM	real
Opinion | The Soft Side of China’s Coronavirus Propaganda   READ MORE:  https://t.co/0A9XPYOxCG  #cdc #coronavirus #covid19 #mers #outbreak #pandemic #sars #ViralOutbreak #virus #who  https://t.co/sUFfajb8Qf	opinion
"Great news! #Carona virus vaccine ready. Able to cure patient within 3 hours after injection. Hats off to US Scientists.

Right now Trump announced that Roche Medical Company will launch the 
vaccine next Sunday, and millions of doses are ready from it !!! Note : 
This message requires confirmation"	fake
Coronavirus soon to become history as Russia’s Sechenov University says it has completed clinical trials of world’s first COVID-19 vaccine.	fake
#IndiaFightsCorona Less than 1/2% of the active cases are on ventilators; 2% are in ICUs; and less than 3.5% are on oxygen support. https://t.co/dr8rphgGPH	real
_Coronavirus discovered In broiler chicken._	fake
@biscuitsgod @SkyNews It is possible to agree with restrictions whilst questioning how far they should go and for how long. Taking a dig at 'anti-lockdown bedwetters' is just plain stupid. There is a middle ground of opinion. #COVID19 #lockdown	opinion
Posts and videos on Facebook say drinking or inhaling seawater prevents COVID-19.	fake
People captioning their sibling’s pic ‘blood/my blood’ gives me the creeps.. its like so violent bro .. Chill please!   #captiondisaster #Instagram #Facebook #QuarantineLife #thoughts #Opinion #crazy #COVID19 #coronavirus	opinion
Many culture workers and stakeholders are of the opinion that the sector did not achieve much, because of lethargy in culture administration.  https://t.co/tJsCirSoTi #Nigeria #Art #Culture #Covid19	opinion
"Interesante columna de opinión: ""...there’s little correlation between the severity of a nation’s restrictions and whether it managed to curb excess fatalities...""  https://t.co/gBisCTGchG a través de @bopinion @hecharts #COVID19 #Covid19Chile #VirusChino #Cuarentena"	opinion
RT @CDCemergency: Changes in food availability in some communities due to the #COVID19 pandemic may limit availability of fresh #food. Find…	real
As of today 18% of all the samples tested for #COVID19 have been positive. Currently 15288 beds (#Isolation #ICU and #Ventilator supported) are vacant in #Telangana. #COVID__19 #Covid_19 #COVIDー19 #COVID #CoronaUpdates #CoronaVirusUpdates #CoronavirusPandemic #Coronavirus https://t.co/hVFAOBoEKO	real
Brazilian actress Camila Pitanga falsified malaria diagnosis to medicate herself with chloroquine	fake
Muslims are hoarding food items being shared by the Indian government.	fake
Coronavirus: More than half of COVID-19 patients experience ongoing fatigue study finds https://t.co/8guptuYXld	real
@realDonaldTrump I, too, am widow of distinguished US military officer. Would never affiliate myself w/ Biden-deep $ ties to adversary CCP that stuck down US-launched bioweapon COVID19 on US soil. Biden w/ innocent US Americans' spilled blood on his hands. No military widow to affiliate w/ Biden.	fake
#COVID19 From Trump to Erdoğan, men who behave badly make the worst leaders in a pandemic | Simon Tisdall | Opinion | The Guardian  https://t.co/HX5FDcsZ2y	opinion
@DrJoeAbah @sam_adeyemi Thanks Pastor Adeyemi  for ur research.   What amazes me is that we are now being flooded with opinions of pastors on a matter of SCIENCE - Shows how funny and unique a ppl we are, and reason we will keep having more churches than hospitals  LISTEN TO EXPERTS. STAY HOME! #Covid19	opinion
Low talkers are less likely to spread coronavirus evidence suggests. https://t.co/fyOtNNHHLJ https://t.co/qwUFJQmSiG	real
Indore (a city in India) police beat up the people who had pelted stones on a team of doctors when the doctors were visiting a place to screen a patient for coronavirus.	fake
Dying of coronavirus as unlikely as owning your own home, millennials reassured https://t.co/MsTHyz71G2	fake
Broadly though for the (lagging) data we have: things are trending in the right direction. That's true even for numbers we hope are more up-to-date like the current hospitalization statistics that some states report. From @PeterJ_Walker: https://t.co/axG5CEA6MK	real
Given the hiccups with daily numbers right now it may be helpful to focus on the weekly trends that we’ve compiled here. https://t.co/UEHcoUyfsZ	real
Covid 19 : 'Achha Chalta Hu' Boy breathed his hast after singing a Hindi song	fake
And what are the chances flu is gone for good?? Any opinions? #COVID19 #Science #MasksOff	opinion
Never ending Discussion: Do Face Masks Protect You or Not - Some definitions, some advice from @CDC and my personal opinion #facemask #respirator #COVID19 #Coronavirus  https://t.co/VbtLlq2Cab	opinion
In non-#COVID19 content, I'm trying to make a final decision about whether to move from the #iPhone to the Google #Pixel4. Need all of the opinions.	opinion
𝑾𝒉𝒂𝒕 𝒂𝒓𝒆 𝒚𝒐𝒖 𝒎𝒐𝒔𝒕 𝒔𝒄𝒂𝒓𝒆𝒅 𝒐𝒇 𝒘𝒊𝒕𝒉 𝒕𝒉𝒆 𝒄𝒐𝒓𝒐𝒏𝒂𝒗𝒊𝒓𝒖𝒔?   Leave your comments below.   #CoronavirusOutbreak #corona #coronavirus #coronapocolypse #CoronavirusPandemic #covid #CoronavirusUSA #COVID19 #NationalLockdown #opinion  https://t.co/bEQXw06F0u	opinion
@sambitswaraj #Covid19  a #Strategic Gyan. #Strategically we need to #strategize the #strategy then work out #Strategically. In my opinion a #strategy against Corona #strategically as there is no #strategy, and the #strategy must be #strategic B4 V draw #strategy...Any resemblance to strategy	opinion
Pediatric #COVID19 cases account for just less than 10% of the US’ 5 million total cases. https://t.co/Xg8cTLeobP	real
This should be the least controversial #COVID19 opinion... Let's see who listens	opinion
RT @PIB_India: There is an exponential increase in the daily #COVID19 testing in the country. Over 11.7 lakh (1172179) tests were done in…	real
"#WATCH: ""Will you take the #COVID19 vaccine if offered to you?"" #ArabNewsPk asks residents of #Pakistan’s capital Islamabad their opinion. Find out what they had to say here. - Read:  https://t.co/myTK9Nh7kD  https://t.co/epLDa23foK"	opinion
An image of people lying on the street is related to coronavirus.	fake
"The UK faces a ""tipping point"" where ""more restrictive measures"" could be brought in to slow the spread of #COVID19 Health Secretary @MattHancock has told Sky News. To read more click here: https://t.co/n8oOr2o8eP https://t.co/SbpCMUsFzJ"	real
"Labour's @GrahameMorris calls for a targeted expansion of the #COVID19 job retention scheme warning of ""a tsunami of job losses"". The PM says the govt is looking at a ""massive package"" of investment in jobs including its £2bn Kickstart fund. #PMQs https://t.co/7TVjTmyCxc https://t.co/MQKjpzQzv8"	real
[4/6] “However, such measures must be implemented in accordance with rule of law principles, &amp; their enforcement should protect the rights to health &amp; life just as much as the rights to free expression, opinion, information &amp; privacy.” - @FrederickRawski #COVID19 #SoutheastAsia	opinion
The End Of The World Is Nigh https://t.co/xIlGlUmGso #health #death #coronavirus #apocalypse #pandemic	fake
The latest  https://t.co/19eGnoDX4D | global news from 500+ sources!  https://t.co/yC6UOfeYsI Thanks to @ClevelandFed @VancouverSun @Breakingviews #covid19 #opinion	opinion
RT @drharshvardhan: India sees an unprecedented surge in Recoveries ! 👉Nearly 75000 recoveries in last 24 hours 👉Total number of Recover…	real
Democratic Rep. Pramila Jayapal has tested positive for #COVID19 after hours of being locked down in a room during the #CapitolRiots on Wednesday, according to @Reuters.  https://t.co/7u8z7k7euV	opinion
Coronavirus v. Trump: Has Virus Met Its Match? https://t.co/ODt9Q4jalD #donaldtrump #coronavirus	fake
Low #vitaminD was an independent predictor of worse prognosis in patients with COVID-19. https://t.co/CGD6Kphn31 https://t.co/chtni8K4Jd	real
#IndiaFightsCorona India's comprehensive and calibrated actions within the umbrella strategy of 'TEST TRACK TREAT' have resulted in a low mortality rate. Sustained efforts through early diagnosis &amp; timely and effective treatment continue to steadily push the CFR down. https://t.co/B6bqpNNdWX	real
There have been no cases of infection in Beijing. The epidemic did not create problems for the Chinese economy. This proves that the new coronavirus is a biological weapon of the Chinese to destroy the world.	fake
@JaneCaro Emphasize science and back the medical spokespeople who know the facts. Decades of people voicing ignorant opinions about climate change has shown how dangerous uninformed people are. #COVID19 spreads becuz of ignorance and bad decisions	opinion
This is a very 'Road to Damascus' turn round of opinion from Mr Morgan. But welcome nevertheless.  #COVID19	opinion
The leader of the UK's six million trade union members is demanding an extension of the #COVID19 furlough scheme to prevent 'a tsunami of job losses' https://t.co/ZUkEU7K2D5	real
For those calling my view of #COVID19 being a glorified flu dangerous - Sir David shares the view that backs my opinions on #pandemic bonanza. #Budget2020: next to 0 commitments on #GreenNewDeal. Selfish gene kicks in 2 save ourselves before our host  https://t.co/5aQoqLy7Iq	opinion
A woman drowned her children as she could not provide them food during the lockdown in India.	fake
CDC recently retracted a statement on COVID’s ability to spread through air shortly after releasing guidelines linking the virus transmission to airborne particles &amp; close contact a finding accepted in the scientific community for months. @CNN https://t.co/UAoxltrFDt	real
"@DoctorKarl  https://t.co/7RKNTGCCqv Possible cure that needs trialing! #COVID19 We need to stop killing people and cure them this ""May Work"" STOPPED MY MALARIA 11 YEARS AGO! Always loved yr work KarlO u are a living legend a man of influence what's yr opinion of my theory please?"	opinion
Consuming alcohol beverages or vodka will reduce risk of COVID-19 infection.	fake
Daily new cases continue drifting slightly slightly lower. Today states reported ~28k cases slightly down from last Thursday. https://t.co/RWqG9AxeH6	real
Multiple allegations on the bill drafted to Turkish congress named H.R. 6666.	fake
"Prof Peter Horby talks to #KayBurley about new treatments being trialled on hospitalised #COVID19 patients. These include a ""very promising"" monoclonal antibody treatment - which involves giving patients laboratory-made antibodies. #KayBurley Latest: https://t.co/xuGJzq5XXp https://t.co/4mBAlC76o4"	real
A battle ground where we have to fight for others to survive, more importantly fighting to #survive. If I have to hear another person say #COVID19 is not real, I will give u my #uniform and let you spend just 30 mins working undiluted. Let's see how your opinion will #CHANGE	opinion
Our daily update is published. States reported 735k tests 34k cases and 449 deaths. https://t.co/0EyNMtQ7Ba	real
The Government says that the coronavirus curve is flattening in Australia. But is it? Fact Check's @joshgordo takes a look at the data: https://t.co/1ZuBQhqvKJ #qanda #factcheck	fake
@CPHO In you opinion are isolated #ODSP  recipients at a higher risk of dying or becoming seriously ill from #COVID19 because they live on 1100 a month? At the very least means they can't afford to #StayHome because they can't afford it. #CERB #CERBWontHelpMe #PovertyisViolence	opinion
_An image claims that chroma screen panels are being used to make up coronavirus deaths._	fake
Would u support another state #lockdown if #COVID cases continue to rise⬆️ 🇺🇸 #Polls #Poll #Polling #TwitterPoll #tweet #TwitterPolls #July #Opinion #Android #iowa #Ohio #iPhoneSE #iphone #stayhome #instagram #Facebook #COVIDIOTS #COVID19 #virus #Death #TruthMatters #Quarantine	opinion
As at 12:30 pm 1st April there are 151 confirmed cases 9 discharged 2 deaths For a breakdown of cases by states in real time- https://t.co/zQrpNeOfet Currently; Lagos- 82 FCT- 28 Osun- 14 Oyo- 8 Ogun- 4 Edo- 4 Kaduna- 3 Enugu- 2 Bauchi- 2 Ekiti- 2 Rivers-1 Benue- 1	real
@Cactusrose5 I missed it. Let's come together to fight #COVID19. Seriously, I don't care about bias &amp; differences of opinion, but let's keep it to FACTS.  By ignoring science, DJT has caused 10s of 1,000s of Americans to die, needlessly.  My kid's an ICU nurse; it's been hell. #COVID19  https://t.co/MP7hSpsHdB	opinion
Top tip for care home workers. If you’re getting blamed for not following Coronavirus guidelines, just tell Boris you did it to test your eyesight. Then he’ll defend you to the hilt.	fake
“For the World Health Organization the international entity whose sole responsibility it is to alert the world of global pandemics like this to miss this is a huge problem.”	fake
"@pjpaton @couch_maria @butchthorne @ConservVoice @tony80554056 @Smileygirl19683 @Julie34479 @VMaledew @NormanBrennan @RicciGeri @geraintmeysydd BidenSoetoro funneled illegal $millions through Faucci's NIH into China's ""Wuhan Institute of Viralogy's"" coronavirus bioweapon program which congress expressly prohibited BidenSooetoro from working on.
BidenSoetoro, CCP&amp; associates caused this present Covid bioweapon disaster."	fake
Opinion | Even with a vaccine, this virus will take time to conquer. ⁦@washingtonpost⁩ #COVID19   https://t.co/Xx5lJRnw9v	opinion
Opinion | Biden’s bold immigration plan would really put America first  https://t.co/0LPjYY0elE #covid19	opinion
#OPINION: This #SaudiNationalDay2020, Arab News Editor-in-Chief @FaisalJAbbas pays homage to Saudi Arabia’s fight against #COVID19  https://t.co/QD2tHzjSXu	opinion
#CoronaVirusUpdates #IndiaFightsCorona Total #COVID19 recovered cases has touched another high of 1480884 today. This is 2.3 times the number of active cases (628747 today). Case Fatality Rate has further slumped to 2.01%.	real
Some people are more likely than others to become severely ill from #COVID19 which means that they may require hospitalization intensive care or a ventilator to help them breathe. Some severely ill people may die. Learn more. https://t.co/15lxFaQqX7 https://t.co/MAnreCAV8G	real
Sheep Object to Being Lumped in with Blindly-Following Americans https://t.co/FkLg5sZKcT #coronavirus #media #covid19 #sheep #propaganda	fake
Seems to be a lot of differing opinions on what type of face covering is most effective. Would be interested to hear the views of Dr @ronan_glynn on this article, which suggests #N95masks with a breathing valve should be avoided. #COVID19 @roinnslainte	opinion
Unpopular opinion...this needs to happen here. #COVID19 #lockdown	opinion
Electric Eels 'Agitated' Left Man Agitated https://t.co/gAHWPvE4QZ #music #coronavirus #lockdown	fake
Thirty-eight new cases of #COVID19 have been reported; 23 in Kano 5 in Gombe 3 in Kaduna 2 in Borno 2 in Abia 1 in FCT 1 in Sokoto 1 in Ekiti As at 11:10 pm 20th April there are 665 confirmed cases of #COVID19 reported in Nigeria. Discharged: 188 Deaths: 22 https://t.co/k354y8KS0W	real
Our total number of confirmed cases is now 1156 which is the number we report to the World Health Organization. Our combined total of confirmed and probable cases is now 1506. The number of recovered cases remains at 1482. There are no additional deaths to report.	real
RT @SecAzar: .@HHSGov is providing $225 million for #COVID19 testing in rural communities. Further expanding testing capacity is a crucial…	real
@orlandomayor PUBLIC OPINION POLL on @tallyEDfl: Do you think federal &amp; state elected officials are responding adequately and appropriately to the #COVID19 pandemic?  Vote:  https://t.co/PxGad7IF2H  YES — 18.1% NO — 80.4% UNDECIDED — 1.5%  326 votes. RT to engage more voters!	opinion
people are starting to enter ER’s with fungal lung infections from wearing masks	fake
"@WGRZ Dude is a hack! 

“Nothing worse than the flu!” 
✔️Tell that to the ￼207,538 Coronavirus Deaths! 

✔️FDA revokes emergency use for hydroxychloroquine, chloroquine"	fake
@JACCJournals @MVMadhavanMD Thanks to the leadership of @bbikdeli and @MVMadhavanMD getting this massive undertaking accomplished quickly! So many authors with a variety of opinions and you got us all in line to reach consensus on key clinical issues in #COVID19 #StayHome. @UVMLarnerMed	opinion
John and Edward Grimes have been praised on social media for speaking out about wearing masks and sticking to social distancing rules https://t.co/yF8DIRNav4	real
Last data point today: Even with the holiday weekend Florida’s numbers are alarming. The state has reported more than 10000 new cases three of the last four days. Still no data on current COVID-19 hospitalizations in FL. https://t.co/3CQQ1eEjvG	real
Israel has found a cure and a vaccine for coronavirus.	fake
About 50% of patients with #T1D + #COVID19 required hospitalization with low mortality. https://t.co/tRJB0E9XpQ	real
On our Commentary Page this morning, from opinion regular @RELandis: The pandemic proves it: We have to reimagine nursing home care from the ground up | Ray E. Landis  https://t.co/oWUmeCSPas via @penncapitalstar #PaPolitics #COVID19	opinion
"Heart Touching Pic On Internet Broken heart
Corona infected motherLoudly crying face - mother is mother, mother is loveHeart suitHeart suit"	fake
RT @CDCEnvironment: DO NOT use bleach solutions or other disinfecting products on food. Currently no cases of #COVID19 have been identifie…	real
New study released ➡️ Canadian Opinion on the Coronavirus – N°9: “#Newcomers to Canada Hard Hit Economically by #COVID19”.  Check out the full study as well as numbers 1-8:  https://t.co/9pPPZkgxB7  https://t.co/mulx8TNpDL	opinion
How to maintain #healthcare for #chronicillness patients in crises like #COVID19? Public hearing on the latest #healthexpertpanel opinion on 20/10. Thanks to @PGEU and @EKHA_EU for already sending their comments. Opinion &amp; hearing details:  https://t.co/Xy00CkV0RG	opinion
The Coronavirus has changed the way we do many things - including the way we learn! We'd like to know more about what you think - Just head on over to our Instagram Stories (@onlineidealab) to share your opinion!  https://t.co/HtjiHqFaoP  #OnlineIdeaLab #Covid19 #ELearning  https://t.co/gjh81nzRQ2	opinion
Perhaps an unpopular opinion/ outlook but Bolingoli, despite his stupidity, never contracted #COVID19 and was tested extensively.   We now have players actually contracting the virus but games are going ahead because their contracting of it took place within rules/ guidelines?	opinion
Responsive collaborative and effective measures right from early identification through aggressive TESTING to efficient TRACKING and comprehensive TREATMENT have collectively led to these encouraging outcomes. #COVID19	real
@SueSensus @SuzanneEvans1 @MattHancock The reason the NHS is refusing to treat vulnerable people with cheap, readily available life-saving medication in the midst of a pandemic, is because it is a vehicle for social control, not a health service. Chloroquine was an OTC drug in UK prior to the COVID.	fake
Noel Gallagher says he refuses to wear a face mask while shopping as he goes against laws brought in during the pandemic to curb the spread of #coronavirus https://t.co/HkXZMeyeh6	real
Sunday poll result from @AttachStudy  - please RT    Participate to share your voice!  https://t.co/eGuj9hSNUO  #COVID19 #MentalHealth #Opinion #lockdown2021 #Hope  https://t.co/kVplu2ACNf	opinion
Corona Virus claims a black belt. Chuck Norris, Dead at 80.	fake
Take steps to keep your friends and family safe when visiting those at higher risk for severe illness from #COVID19. Learn more at https://t.co/EFZZhvP0qh. https://t.co/1mYKWLDTmw	real
Nine cases have now recovered so our total number of active cases is 120. Of those 39 are imported cases in MIQ facilities and 81 are community cases.	real
#IndiaFightsCorona Testing in India has steeply increased to more than 9 lakh tests per day. This is bolstered with all States/UTs testing more than 140 tests/day/million population as advised by @WHO. https://t.co/Emmq64AH0u	real
Yesterday our laboratories processed 4014 tests bringing the total number of tests completed to date to 486943. There were 282 swabs taken in managed isolation and quarantine facilities yesterday.	real
False claims on number of deaths due to COVID-19 in Sri Lanka.	fake
Text claims that a family of four from North Macedonia should pay 680 euros for coronavirus tests if they want to travel to Greece.	fake
Coronavirus: Wetherspoons reveals 66 staff have caught COVID-19 since pubs reopened https://t.co/pUH5tkwBvM	real
Coronavirus: Pandemic pushes price tags on larger homes 'to record high' https://t.co/ZHG3llhDLb	real
📢#CoronaVirusUpdates: ✅India's #COVID19 recovery rate improves to 75.27% as on August 24 2020 📍Steady improvement in India's COVID-19 recovery rate since #lockdown initiation on March 25 2020 #IndiaFightsCorona @ICMRDELHI Via @MoHFW_INDIA https://t.co/w5EZNwGrYj	real
"_A video has been viewed tens of thousands of times in multiple posts on Facebook Twitter and YouTube alongside a claim it shows police in India beating a man to death after he violated a nationwide coronavirus lockdown by ""venturing out for food""._"	fake
RT @MoHFW_INDIA: #IndiaFightsCorona India continues to scale new peaks in #COVID19 tests! More than 11.70 lakh samples tested daily for 2…	real
Always a valued opinion. ⁦@BillGates⁩ ⁦@gatesfoundation⁩ #COVID19 #coronavirus ⁦@washingtonpost⁩   https://t.co/GoezoirTuJ	opinion
WHY ARE WE PUTTING OUR FAITH IN JUST ONE DOCTOR FAUCI? DOES OUR COUNTRY NEED A SECOND OPINION? #DrFauci #doctor #hospital #sick #COVID19 #coronavirus #facts  https://t.co/sAAGS9ZFEo	opinion
Over 50 diagnostics are in evaluation including potentially game-changing rapid antigen tests. And a comprehensive framework for allocating these scarce tools for greatest global impact is under consultation-@DrTedros #COVID19	real
@LindseyGrahamSC @senjudiciary Judge Barrett is a judge that shows POOR judgement by: -Accepting payments from HATE GROUPS -Attending #COVID19 super-spreader WH event -Reversing her own opinion from 2016 -Supporting violence against women #NoNewJustices - AMERICA DESERVE BETTER. #VoteBlue	opinion
Our daily update is published. States reported 889k tests today the second-highest total ever along with 68k cases. States reported 1308 deaths today as the 7-day average continues to rise. https://t.co/LgqCd8hUgx	real
RT @drharshvardhan: I lauded @DRDO_India for building make-shift hospitals with a capacity of 1000 patients &amp; an additional 100 #ICU beds…	real
Just saw this movie with my son, so that he might understand how our political society works (as opposed to how his teachers tell him it works). Public opinion has always been manipulated by press owned by powerful financial interests. #Ivermectin #COVID19  https://t.co/q7ahwL2DOB	opinion
Chinese elderly couple infected with coronavirus says goodbye while they are in a hospital.	fake
#IndiaFightsCorona: Less than one-fifth of the total cases are active. ▶️4497867 (80.86%) of the total cases are Recovered/ Discharged ▶️975861 (17.54%) of the total cases are Active ▶️88935 (1.60%) of the total cases are deaths: Secretary @MoHFW_INDIA @ICMRDELHI https://t.co/YrWnhf6EzC	real
RT @RidgeOnSunday: 'You want children to be prioritised?' @Keir_Starmer says the government should prioritise #coronavirus tests for child…	real
RT @HarvardGH: Contact tracing testing and supported isolation (TTSI) across the nation will provide pandemic safety and get the US back o…	real
@AEIfdp @joshuawongcf @dpletka @marcthiessen In my opinion, China lacks of money because of #COVID19. Now, the #CCP wants to fully control #HongKong in order to use Hong Kong's state to control the financial market to sponge money.	opinion
@BapiOresearch  with @UHertsResearch  to undertake a qualitative study on the ‘Psychological impact of the #COVID19 pandemic on #BAME  Health Workers’. You can have your opinion count  @subodhdave1 @Geetamenon @RameshMehta15  @jsbamrah @_shivanisharma @BAPIOUK @NHSEngland	opinion
Dating back to May 21 the Long-Term Care Tracker compiles all available information of COVID-19 cases and related deaths in long-term care facilities—nursing homes skilled nursing facilities assisted living facilities and other care homes—and tracks both residents and staff.	real
Suggests the flu shot was responsible for the death of a New York state senator.	fake
Flu shots can make someone test positive for COVID-19.	fake
"""Plandemia"": This video claims that the coronavirus was created in a laboratory and that it is a plan to reduce the population where vaccines and abortion are involved among many other claims."	fake
Harvard scientist predicts coronavirus will infect up to 70 percent of humanity https://t.co/03HGuvCatU https://t.co/03HGuvCatU	fake
Observational data suggest that #metformin might reduce the risk for death from COVID-19 in patients with diabetes but randomized trials are unlikely to be carried out according to experts. https://t.co/fqNfF7uthc https://t.co/YsUDBUNi8Y	real
The Portuguese soccer player Cristiano Ronaldo decided to turn his hotels into free hospitals	fake
To limit exposure to #COVID19 during transport to &amp; from 🏫promote: Respiratory &amp; 🙌 hygiene measures 📏Physical distancing measures Use of😷in 🚍 ℹ️ Public transportation safety tips 1🧒per💺policy when possible Keeping 🪟 of vehicles open when safe 👉 https://t.co/Cs7uxQRRMN https://t.co/goP9bfOr0K	real
The biggest problems: Case volume and #COVID19 testing lag times. https://t.co/Wkq4W9DCHB	real
Yesterday our labs processed 9257 tests. Our total number of tests completed to date is 719320.​ ​ There are 159 people linked to the community cluster at the Auckland quarantine facility. This includes 85 people who have tested positive and their household contacts.	real
@sophieelsworth @theheraldsun Must be some misunderstanding here. It's #CRETIN not #Credlin She is #NewsCorpse #sockpuppet. #FFS if #DanAndrews discovered a #COVID19 vaccine, she would still spew anti #labor #bile in the guise of expert opinion. #MurdochMafia #LameStreamMedia  https://t.co/jZsAA1H7cF	opinion
.@CDCMMWR finds steps that help slow the spread of #COVID19 may also reduce #flu if widely practiced. Report emphasizes flu vaccination remains the best protection against flu. Getting a flu vaccine is more important than ever during the #COVID19 pandemic. https://t.co/5P09xcoaTj https://t.co/2xM6Fxx8Pu	real
If you are not a carrier of the virus surgery masks should be worn inside out.	fake
Hundreds of sampoerna cigarette factory workers have COVID-19.	fake
A WhatsApp forward which looked like an order from the Government of Jammu and Kashmir read that the high speed (4G) internet services will be restored in the State by March 25. It also warned people that any misuse of internet facilities will result in legal action.	fake
#COVIDSecondWave #COVID19 Opinion: Here is what’s worrying in regards to the coronavirus variant  https://t.co/nZuT9Rb9aj via @NewsWingz	opinion
The biggest thing in this update is that California added 75k+ negative test results and only 1300 new positives. This must be a reporting restatement. It's a HUGE change in the testing metrics for the state and it is very good news if the numbers can be believed.	real
Air India from their Chicago-Delhi flight … passengers were charged 3x F...	fake
We're all inundated with content and info, especially online. Trust your own gut, make your own decisions and opinions and always, lead with your heart. #COVID19  https://t.co/RLfs6ktW9T	opinion
All elective or non-emergency surgeries are banned to prioritize coronavirus treatments and prevent the spread.	fake
What could a #JustRecovery in #Toronto include? Read this: Opinion | Toronto's COVID-19 recovery must address the climate crisis  https://t.co/2uo1m6rpcR #inclusiverecovery #resilientrecovery #TransformTO #Scarborough #Etobicoke #COVID19 #tocouncil #topoli #onpoli	opinion
At my Box-Toppers website, I open my 26th season of #MLB player tracking with a traditional opening day post with a twist—my opinion that with our failure to curb #COVID19, we do not deserve baseball right now.  https://t.co/jvmo2WCGYY	opinion
#COVID19, ethnicity and deprivation: data, not just opinions. @MichaelMarmot @TheMarmotReview  #COVIDnar  https://t.co/6EoxtC8h38	opinion
Does 5G pose health risks? Read and Let's Have your Opinion in the comments section on the article    https://t.co/cvqoxe37eO @Huawei_Europe @Huawei #lockdownhustle #GandujeActNow #COVID19 #AkwaIbomIsSafe #FreedomDay #Africa #IUxSUGA #MondayMotivaton #COVID19	opinion
Taking a flu shot causes false positive results on COVID-19 tests.	fake
My opinion? Buy stock in Moderna!  https://t.co/QuwgvwpoM0  #CovidVaccine #COVID19 #COVID #MAGA2020 #MAGA #medicine #wellness #JamesWood	opinion
Opinion from @NCICL: EO 147’s Facemask Enforcement: Practical Problems and Legal Concerns  https://t.co/QBWWwVumet #ncgov #ncpol #covid19 @NC_Governor	opinion
Listen to some incriminating revelations on #Corona conspiracy. Unraveling the corroboration of Chinese collaboration?👇 https://t.co/47yVvFRQtc	fake
"""There is no coronavirus pandemic there is only an epidemic of coronavirus tests"" - David Crowe"	fake
This is a clear example of why it is best to think of the number of confirmed cases we report as a lower bound not the true number of coronavirus cases in this country. Reporting by @Mike_Hixenbaugh: https://t.co/CIWER4EPLi https://t.co/CRXpTxR0Md	real
#IndiaFightsCorona: These high levels of recovery have resulted in a 100% increase in the number of recovered cases in the past 30 days. @ICMRDELHI #StaySafe #IndiaWillWin https://t.co/YTPQCIuQJH	real
Opinion💭by @DLacalle_IA  The #Eurozone seems to want to use the #COVID19 crisis to advance its interventionist agenda and its #GreenNewDeal strategy.  But higher govt intervention in the #Economy will likely lead to higher #Unemployment and lower #Growth.  https://t.co/OR6MZc4VOy	opinion
"PM @ScottMorrisonMP recently said a #COVID19 vaccine would be ""as mandatory as you can possibly make it"". But what does that mean? Experts we spoke to said it was unlikely the vaccination could be forced upon the population in Australia. Here's why: https://t.co/8axB6BPplC https://t.co/tb5CpYQiIr"	fake
"More racist shit to distract you 
Illegal immigration's happening worldwide, engineered by all UN member nations to distract attention from the real issue
Totalitarianism, the fake pandemic and the removal of human rights in the development of mass democide and a #NewWorldOrder https://t.co/w8PytQreA3"	fake
High streets across England are set to benefit from a £95 million government-funded scheme to help them recover from the impact of #COVID19. Chief Executive of Historic England Duncan Wilson #Breakfast. 🕤 0940 📺 Channel 501 📱 Watch live: https://t.co/IhbWCO8lbl https://t.co/tyuUuvlaoe	real
Social distancing results in record low flu numbers. https://t.co/W602GLAlxH https://t.co/BIj9tfzXlS	real
"Largest #COVID19 testing study shows cases are rising across England @SRileyIDD ""None of this would be possible without the involvement of hundreds of thousands of members of the public whose ongoing contributions are enabling this essential research"" https://t.co/FWBpMvLuwr"	real
A photo shows a new hospital in Wuhan.	fake
Daily reported deaths fell to 839 today. Caveat: Sundays and Mondays tend to show lower death numbers. Nonetheless this is one of the lowest totals in the last 6 weeks. https://t.co/3rkD7YuUbz	real
